ID,X,Y
4734,167344.7813,-466491.0313
4713,171790.8438,-459356.8125
4712,179131.1719,-462031.125
4715,166984.5781,-458978.0313
4714,170250.5938,-458397.5313
4709,177739.3125,-459404.4688
4708,175774.7031,-458323.625
4711,178019.5313,-462169.7188
4710,176824.75,-462068.0938
4721,172627.625,-460509.9375
4720,170995.5781,-460719.3438
4723,170816.9844,-462228.2188
4722,172664.5781,-462086.5625
4717,167089.8594,-460669.5938
4716,167984.7656,-460255.4688
4719,169185,-460178.25
4718,168532.25,-458946.4375
4761,171352.7813,-471158.2813
4760,169149.2656,-470031.9688
4763,170502.8906,-468861.0938
4762,170293.5,-469618.5938
4757,168859.3594,-468873.75
4756,167883.4844,-468888.4063
4759,169110.0469,-469477.375
4758,169671.4688,-468861.0938
4769,178015.7656,-463764.7813
4768,178807.8438,-463583.125
4771,166622.5,-470403.375
4770,167152.1094,-470511.4375
4765,171562.1719,-469975.8125
4764,171808.5313,-468805.6563
4767,175341.7934,-470675.1516
4766,173231.0968,-470063.3081
4745,173674.5938,-467469.2188
4744,173693.0781,-465393.75
4747,174869.375,-468614.75
4746,172110.2969,-467025.8125
4741,174247.3594,-463632.375
4740,171060.2188,-464486.4063
4743,175232.7344,-466114.3125
4742,176743.4375,-465640.6875
4753,166923.3438,-468953.25
4752,166678.3438,-468095.7813
4755,168094.25,-469715.25
4754,166944.9531,-469617.9688
4749,170225.75,-468072.7813
4748,171599.125,-468134.375
4751,167881.6719,-468079.5625
4750,169033.0156,-468120.2813
4467,144314.0313,-444895.5
4466,142795.9688,-443120.4375
4469,147715.8438,-441248.3438
4468,146274.9375,-442835.3438
4463,141137.6719,-436733.2813
4462,142355,-440259.5625
4465,143210.4844,-437967.6563
4464,142429.9688,-436919.5313
4502,156157.5156,-447409
4501,153978.3438,-448399.5313
4504,156235.2031,-450613.6563
4503,157322.8438,-448178.125
4471,144218.9375,-439444.4063
4470,145943.8281,-440705.9688
4500,154996.0625,-447008.9063
4472,149119.6678,-443412.5858
4451,151185.4531,-441508.5625
4450,153038.3125,-441691.125
4453,152365.9688,-442915.9375
4452,150676.8438,-442462.3125
4447,154514.6875,-443441.1563
4446,154393.9844,-441753.2813
4449,153285.1406,-443041.2813
4448,154610.1875,-444646.8438
4459,144409.6563,-442797.7188
4458,143859.7969,-441877.3125
4461,143644.0156,-440575.0625
4460,142853.5781,-441074.75
4455,145860.125,-441996.75
4454,147292.5938,-442107.1875
4457,148839.25,-442133.9688
4456,149670.5156,-441256.0938
4526,152347.0469,-455338.75
4525,152291.9375,-454508.8438
4528,153517.3281,-455124.7813
4527,153919.3125,-454375.9375
4522,152356.7656,-453526.5938
4521,152067.5313,-448604.0625
4524,150696.9844,-455205.8438
4523,150732.6406,-453192.6875
4534,146991.5313,-453621.3125
4533,146794.3125,-452868.25
4536,147057.2813,-454744.9063
4535,148960.9531,-454759.8125
4530,155361.9063,-454460.2188
4529,154311.5625,-455124.7813
4532,155536.9688,-456298.3125
4531,156950.375,-456282.0938
4510,150077.4844,-448402.9375
4509,151160.2969,-447302.9063
4512,157431.6094,-449941.6563
4511,150236.8125,-451660.9688
4506,158503.7031,-448562.6875
4505,155637,-448628.7188
4508,159252.0625,-450151.6563
4507,155753.5313,-449460
4518,153834.625,-451157.5
4517,154724.1563,-450481.5938
4520,152184.4844,-447997.5313
4519,152909.125,-447225.3125
4514,157066.4688,-451716.8438
4513,157276.2344,-450959.375
4516,153886.8906,-452868.5
4515,155481.8594,-452849.0625
4558,151847.8125,-452670.75
4557,153842.3906,-451821.7188
4560,154308.3281,-456541.4375
4559,152629.0781,-452693.4375
4554,151851.2344,-451529.5313
4553,152658.4375,-451498.875
4556,151005.1094,-451946.5313
4555,150993.1719,-449266.5938
4566,151005.7344,-457478.5
4565,149161.0313,-457894.5625
4568,152985.6719,-457789.5313
4567,150165.0938,-456818.7813
4562,151906.1719,-456385.8438
4561,153125.0781,-456369.625
4564,148545.4531,-460440.5938
4563,148372.125,-459328.9375
4542,157083.2969,-453358
4541,149537.5625,-450107.0625
4544,158278.4063,-449794.0625
4543,156486.7969,-455066.4375
4538,147529.4219,-457494.125
4537,147236.5781,-456083.6563
4540,146604.5313,-450997.2188
4539,149137.125,-456448.2188
4550,152733.5,-449654.2188
4549,158033.1406,-455484.625
4552,152712.1563,-450370.8125
4551,151751.2031,-449451.625
4546,158334.625,-453354.7813
4545,158297.8281,-451386.6563
4548,151542.2969,-450329.0313
4547,150272.6719,-449778.3438
4611,162692.9063,-468657.6563
4610,161500.1563,-467303.75
4613,160755.6094,-472818.0938
4612,161718.6719,-468640.8125
4607,157874.2813,-458181.7813
4606,158003.9531,-457176.8438
4609,158090.0469,-469937.375
4608,159645.6875,-458136.4375
4619,164683.8712,-469616.2077
4618,161665.9375,-465231.4063
4621,163366.125,-458154
4620,161242.2656,-458086.625
4615,164098.4375,-459882.6563
4614,159070.2031,-474533.375
4617,160496.2188,-463011.6875
4616,161863.8438,-459305.4688
4574,148472.6875,-453613.4688
4573,149415.25,-455256.5625
4576,149118.0469,-451724.0938
4575,148739.9415,-452940.5136
4570,149818.1563,-459675.1875
4569,151964.0469,-457996.1563
4572,154084.9531,-446771.6875
4571,150732.875,-458480.25
4603,151097.4531,-461343.0313
4602,150936.0781,-459848.9063
4605,156425.2031,-457896.5
4604,149005.6406,-461396.8438
4578,149261.7152,-453785.4041
4577,148663.5313,-450123.0938
4601,152477.875,-459655.5625
4600,154758.9375,-458324.4375
3764,142469.6094,-409286.5
3763,144425.4688,-409344.2188
3766,140129.9844,-409939.4063
3765,141585.3281,-410753.125
3757,137370.4375,-411361.3438
3756,136571.1875,-414750.75
3762,136561.1406,-416765.9688
3761,138639.8906,-414857.0625
3772,144576.2031,-412097.625
3771,143056.7031,-413700.625
3774,145288.6406,-413477.9688
3773,143886.0313,-412854.5938
3768,140785.7969,-411429.7188
3767,145861.9375,-409459.375
3770,141865.5938,-412537.3438
3769,142667.0938,-411557.7188
3733,140802.5,-419834.2813
3732,141990.8438,-420813.8125
3735,142181.6094,-419884.8438
3734,141437.0156,-419956.7188
3729,138688.8906,-413082.2188
3727,133875.0313,-413603.4688
3731,143440.75,-421075.4688
3730,145054.875,-421292.5313
3741,125751.8125,-419663.2188
3740,140084.6094,-419569.4688
3755,197744.7056,-391807.7587
3742,140897.125,-420568.9688
3737,142954.8438,-419948.9688
3736,143568.7656,-419756.3438
3739,138971.3906,-419059.0625
3738,137485.0781,-419283.3438
3804,140472.9219,-432553.75
3803,133691.3906,-440208.25
3806,123297.8516,-432484.9063
3805,150153.2656,-419539.2813
3800,111326.4219,-443124.7188
3796,131190.4756,-417863.3422
3802,125921.9063,-440618.1563
3801,104394.2188,-438437.9688
3812,112240.2734,-427602.3125
3811,121619.1797,-427634.5938
3814,124786.125,-428777.2813
3813,112475.5781,-428710.875
3808,108676.2578,-430957.4688
3807,114551.0078,-433059.3125
3810,116413.6016,-428297.0625
3809,133769.6719,-432578.25
3780,143318.2969,-410956.5938
3779,144842.0313,-411088.6563
3782,144486.0469,-416312.1875
3781,143607.7344,-410316.5313
3776,145561.375,-414646.8125
3775,146618.9063,-413439
3778,145650.4219,-410750.6563
3777,143958.3906,-414724.75
3788,147336.9063,-414624.5625
3787,148945.4688,-417685.8125
3795,146752.4844,-414129.1875
3791,148361.0469,-413695.0625
3784,147014.0781,-416060.5625
3783,145310.9063,-416071.6875
3786,147275.6875,-418537.4063
3785,146012.2188,-417196.0313
3837,130284.6953,-424631.2188
3835,127867.1016,-429638.9063
3839,123494.6172,-423512.2188
3838,133252.2813,-423489.8438
3832,149368.5313,-428793.7188
3831,149847.1406,-420602.375
3834,149294.3906,-427885.625
3833,148900.9375,-421476.2188
3845,142322,-423095.9063
3844,142216.25,-424988.3125
3847,145455.625,-423580.1563
3846,141231.0781,-423240.625
3841,127581.6641,-424154.875
3840,128342.1172,-425060.9063
3843,139496.2813,-425490.5938
3842,126028.0313,-424264.1875
3820,136104.0625,-426399.0938
3819,133415.4688,-426375.1563
3822,135512.5938,-426760.25
3821,137171.8594,-426870.1563
3816,135478.1563,-428268.125
3815,128115.1484,-427537.0625
3818,130334.4922,-427967.875
3817,125446.1484,-426148.5625
3828,143929.2813,-428168.2813
3827,142907.0781,-429636.2813
3830,146719.1406,-428068.8125
3829,144361.6875,-427019.375
3824,140345.7969,-429469.9063
3823,139045.7188,-427728.5938
3826,142081.5938,-427691.9375
3825,140506.0781,-427534.9375
3869,140095.9219,-422493.4063
3868,125593.8594,-422156
3871,139442.5781,-421225
3870,137262.7656,-421780
3865,135754.3594,-421515.9375
3864,134689.0781,-421976.9375
3867,127540.9141,-421887.4375
3866,129022.4688,-422733.4063
3877,141231.0781,-421710
3876,131287.3438,-421452.9063
3879,149025.4688,-426202.375
3878,148991.4844,-424389.6875
3873,133212.5313,-421514.6875
3872,130423.4531,-422348.4688
3875,129408.8125,-421493.1563
3874,132357.0781,-422339.5
3853,137593.9844,-423467.4688
3852,139781.3281,-423941.6563
3855,131126.1875,-423915.0625
3854,131290.6875,-423357.5625
3849,144197.6563,-425479.1875
3848,143373.6875,-425479.6875
3851,145309.5781,-424933.0313
3850,143674.5156,-423719.2813
3861,136474.9844,-425539.8438
3860,135664.8438,-424246.2813
3863,142119.8594,-426532.9063
3862,129062.75,-425727.8438
3857,134894.9688,-425530.875
3856,131374.4219,-425625.1563
3859,135239.625,-423078.0313
3858,133623.7813,-425051.9688
3616,131784.6875,-400084.375
3615,128491.5859,-400336.4375
3618,139297.8125,-399759.125
3617,133297.0625,-399816.0313
3612,129428.9531,-395597.5625
3611,136199.875,-402336.6875
3614,120599.375,-393543.8125
3613,132784.8125,-396417.25
3625,167050.2114,-388143.0645
3624,159576.9802,-373657.577
3627,183356.1563,-364969.9063
3626,168450.2342,-392862.0916
3620,139070.1406,-397173.4375
3619,141548.5938,-400762.1875
3623,133148.4938,-398434.8988
3621,140945.0625,-398659.5625
3600,189901.7969,-386114.5313
3599,107927.7433,-356742.5317
3602,202925.9944,-409092.2193
3601,169847.0469,-416679.6875
50,161628.7188,-473833.6563
49,164875.6406,-472287.6875
3598,117253.6484,-363264.9439
3399,98430.19568,-356055.962
3608,136386.8906,-394465.7813
3607,134337.8438,-394709.7188
3610,136094.1719,-396766.875
3609,134507.7969,-396747.4688
3604,125869.0469,-392920.5313
3603,129662.4609,-405751.75
3606,135558.7031,-392133.8438
3605,125366.1023,-356877.5744
3650,165994.2969,-376310.0938
3648,164294.7813,-379472.6563
3652,171890,-380151.9688
3651,169179.0469,-378016.9688
3645,170826.8281,-376472.6563
3644,177196.2969,-381475.125
3647,167671.6406,-378157.375
3646,171110.3906,-378532.625
3658,173230.4844,-370223.375
3657,175621.8906,-369342.3438
3660,171678.75,-366290.875
3659,173613.2344,-366303.5
3654,172031.2656,-381622.9063
3653,169977.0781,-380226.3438
3656,175628.4844,-366989.75
3655,175703.8125,-376216.8438
3633,178702.1875,-382847.6875
3632,178400.7344,-380691.875
3635,174757.875,-382938.1875
3634,181023.9063,-383174.625
3629,195675.2031,-377362.5
3628,201007.3281,-370522.6563
3631,174498.4375,-385884.3438
3630,187437.9844,-380561.75
3641,175578.0781,-381497.2813
3640,175793.6094,-380154.2188
3643,173832.9688,-381697.1563
3642,174137.1875,-379945.5625
3637,179878.5781,-381083.5
3636,181134.7344,-381142.5938
3639,177004.1875,-379465.25
3638,176836.1406,-383357.6875
3684,133809.3281,-403645.7813
3683,134272.7969,-402491.1563
3686,149873.2969,-394344.875
3685,146009.9844,-396090.625
3679,185730.8125,-384837.1875
3678,157630.4219,-359270.75
3682,142810.4531,-398425.625
3681,141888.0469,-394991.4688
3692,149533.6819,-400639.9201
3691,130995.9609,-402336.6875
3694,162491.8281,-371625.3438
3693,163186.4063,-375305.1563
3688,157335.9464,-389595.0915
3687,149894.1264,-377130.9313
3690,132784.8125,-401856.9375
3689,147344.5469,-371785.0313
3666,164959.8125,-370856.875
3665,166680.9063,-371531.75
3668,170221.5469,-367006
3667,168679.7188,-367072.8438
3662,171960.0469,-368654.0313
3661,173592.3438,-368528.1563
3664,169002.25,-370958.9063
3663,172015.1094,-370632.4375
3674,156944.3281,-369369.3125
3673,164730.4844,-362579.625
3676,162624.8281,-373901.2188
3675,160777.5313,-368787.875
3670,170284.4844,-368665.8125
3669,168746.5938,-368705.1563
3672,164561.625,-367914.5625
3671,167263.7656,-368508.5
3716,141537.2031,-417930.7188
3715,144576.2031,-419010.5
3718,142420.8074,-419101.7364
3717,141364.6563,-419216.4688
3712,142973.2188,-418381.5625
3711,128309.3984,-416417.8438
3714,143858.2031,-418069.875
3713,142472.2813,-417997.5
3724,142158.9844,-415018.0625
3723,141987.0469,-416434.9063
3726,136381.6094,-413013.2188
3725,131740.2188,-413185.6875
3720,143407.3594,-416778.5625
3719,145388.8281,-418793.4375
3722,140019.1719,-416749.25
3721,140230.0781,-417870.6875
3700,136179.5156,-418506.7188
3699,130291.0723,-388520.0874
3702,131266.6852,-418753.6085
3701,128118.5938,-417947.6563
3696,174992.5625,-368815.2813
3695,169198.9063,-365582.1563
3698,131504.0425,-397358.1748
3697,173058.3594,-379989.9063
3708,134592.7969,-415995.4063
3707,132313.0938,-415882.2188
3710,138462.5625,-416337.5
3709,136591.2656,-415945.8438
3704,134110.7344,-418148.5313
3703,132765.0156,-418148.5313
3706,130046.7891,-416391.0625
3705,140112.9063,-415209.375
4034,163104.0781,-441245.125
4033,163357.1406,-439179.3438
4036,162073.9688,-439911.8438
4035,162260.875,-439333.4063
4030,161650.9688,-436954.0938
4029,160595.9219,-436635.0938
4032,163658.6719,-438183
4031,163667.8281,-436984.2813
4042,161179.7813,-438717.0938
4041,161427.3281,-438434.1875
4044,160947.3906,-439083.3438
4043,160539.4379,-439181.8254
4038,161712.75,-439017.6563
4037,161250.5156,-439608.75
4040,161793.5781,-438123.5
4039,162109.3281,-438600.9063
4018,158064.6563,-439211.125
4017,157259,-439047.1875
4020,156857.5469,-439733.4688
4019,157945.2969,-439700.9063
4014,157969.7031,-437916.0313
4013,158007.6875,-438431.4063
4016,157302.1358,-438552.0672
4015,157226.4531,-437951.2813
4026,162317.2813,-434960.8438
4025,158507.3125,-435023.4688
4028,164323.0313,-435734.5
4027,160992.7188,-434931.6875
4022,163802.7031,-434678.9375
4021,160684.4844,-433411.9063
4024,159106.8125,-435992.4063
4023,159793.1875,-434937.0313
4066,162187.625,-441076.3125
4065,161535.9375,-441086.4063
4068,155585.3438,-439779.5625
4067,163954.8281,-440727.1563
4062,161626.875,-440199.8125
4061,158981.9219,-439980.25
4064,162129.3065,-438026.9244
4063,162410.3594,-437691.8125
4074,156380.125,-437411.5
4073,155813.2031,-437370.8125
4076,156651.3906,-438211.6875
4075,162163.5156,-436139.7188
4070,155724.0156,-438701.3438
4069,156192.9531,-438114.0313
4072,156407.25,-436562.4375
4071,156442.5156,-439039.0313
4050,159811.3125,-437308.5625
4049,160548.9375,-437636.7813
4052,158681.9375,-436828.5625
4051,159334.8594,-437139.1563
4046,159641.1563,-439222.7188
4045,160727.6406,-439411.7188
4048,160308.3438,-439924.4688
4047,160760.4844,-440214.9688
4058,159187.9844,-438969.7813
4057,158732,-438635.6875
4060,160139.0938,-440591.3125
4059,158791.3438,-439260.25
4054,159499.5938,-438236.8438
4053,158971.3438,-437767.375
4056,160418.0313,-438594.9688
4055,160026.75,-438467.1875
4114,165332.2188,-441766
4113,164831.6094,-439439.4688
4116,165158.5938,-444758.0625
4115,165034.1563,-442260.8125
4110,165887.7969,-439934.2813
4109,167787.1406,-440293.375
4112,165033.4688,-440720.9375
4111,166044.0625,-441187.25
4122,163995.3281,-448039.4688
4121,164140.0156,-447113.5
4124,165309.0625,-448080
4123,165106.5,-446650.5313
4118,163931.6719,-444526.5625
4117,163671.8124,-443682.0805
4120,164047.4219,-446407.4375
4119,164035.8438,-445660.875
4082,163200.6281,-442479.579
4081,159867.75,-439833.9688
4100,165855.2969,-437220.2188
4083,157333.1819,-433608.9256
4078,159730.1406,-436260.3438
4077,158530.1719,-437474.4375
4080,164851.8594,-438574.2813
4079,161053.4844,-440720.1563
4106,165902.2656,-439057.5
4105,166519.4688,-439147.3438
4108,168229.8594,-439505.6875
4107,167204.4219,-439248.5
4102,166826.9688,-437274.8438
4101,165012.9844,-437059.25
4104,167948.1406,-437990.6875
4103,165352.4688,-437940.5625
4146,173453.3438,-445683.5938
4145,172710.7656,-448334.2813
4148,170140.75,-444134.9688
4147,171107.6887,-443952.0298
4142,169706.2656,-448972.9688
4141,169581.7656,-447669.4688
4144,171087.8438,-450774.4063
4143,171355.9688,-449684.3438
4154,169060.6719,-442236.7188
4153,168758.3594,-441318.2188
4156,170003.6094,-441152.9375
4155,169905.8594,-442489.7188
4150,166440.4844,-442191.375
4149,168582.0156,-443590.8125
4152,167689.4063,-442242.4688
4151,167516,-441463.75
4130,167193.2813,-446513.2188
4129,166698.0313,-447240.8125
4132,166350.7813,-448178.375
4131,166368.1406,-446233.8125
4126,166530.1875,-444630.7188
4125,165303.2813,-448751.3125
4128,167149.4375,-445377.3125
4127,166292.9063,-445383.0938
4138,167902.1406,-448506.625
4137,167905.0156,-447365.3438
4140,170541.0781,-447723.1875
4139,171839.6719,-447676.8125
4134,167976.8906,-446284.4063
4133,169326.0233,-445664.9808
4136,168540.3438,-448535.375
4135,168896.8125,-447681.5625
3903,155231.75,-426804.8438
3902,155814.9219,-424441.3438
3905,163435.1875,-419446.8438
3904,155853.9375,-425985.9688
3897,128917.3582,-424599.2733
3896,129814.1372,-425888.6337
3901,156522.2188,-425204.5938
3900,156495.5625,-423581.5938
3911,165365.0938,-425856.5625
3910,163780.75,-423944.2813
3913,159052.4063,-426114.5938
3912,161645.2188,-426666.2813
3907,162504.6875,-421611.0625
3906,162876.2813,-420735.4063
3909,158488.0313,-424830.4688
3908,162254.0938,-422728.6875
3885,147011.5469,-422901.1563
3884,148170.6875,-426482.375
3887,131760.7344,-420003.0625
3886,146646.7344,-420518.875
3881,144542.8125,-422967.9063
3880,148015.9531,-420318.5
3883,148138.9844,-424808.2813
3882,148159.6719,-422792.5938
3893,129065.9531,-419698.4375
3892,146227.4219,-426901.7813
3895,143463.0156,-422327.8125
3894,130378.1953,-419303.4375
3889,134361.7969,-420073.375
3888,146909.4531,-424015.2188
3891,147420.0469,-426633.4688
3890,146919.4844,-425429.5313
3935,153529.9844,-427660.9063
3934,151998.75,-429436
3937,154629.3281,-425306.0625
3936,153829,-424691.375
3931,152594.7656,-427118.875
3930,152487.4531,-427771.4375
3933,150976.7344,-427173.5938
3932,153088.3906,-426574.3438
3943,162001.25,-418626.6875
3942,149822.6094,-427135.5313
3946,154471.9375,-415397.75
3945,157670.5,-415586.75
3939,151523.5,-422671.125
3938,154434.2188,-426900.4063
3941,150304.5469,-425229.9688
3940,150660.9375,-424105.4688
3919,166226.6563,-420682.6563
3918,155558.5,-414163.0625
3921,157251.4688,-425918
3920,166073.6094,-422987.9375
3915,157733.4063,-425280.6875
3914,160366.2656,-426478.9063
3917,156614.1719,-426647.25
3916,158396.0781,-426739.2188
3927,150494.7969,-426136.7813
3926,152634.9844,-424836.8125
3929,152696.6563,-428257.25
3928,151605.3594,-428424.0938
3923,154471.5625,-423259.1875
3922,153910.3281,-422175.5313
3925,151702.625,-424807.4688
3924,160418.3594,-418116.5313
3969,164285.6563,-431496.5313
3968,164024.0625,-433600.875
3971,163015.0156,-432278.5
3970,161909.8906,-431055.0313
3965,167301.3125,-432663.7188
3964,166694.7344,-431720.7813
3967,165107.8438,-432997.1875
3966,165803.5469,-434446.0625
3977,160769.1719,-431936.6563
3976,159479.9375,-429712.0938
3979,160295.7344,-428941.5
3978,160762.8594,-430277.7188
3973,157100.6406,-432677.125
3972,157812.5156,-432728.375
3975,160021.1875,-431120.0938
3974,158939.875,-431596.9375
3952,165710,-430987.625
3951,164926.7344,-430269
3955,151069.2656,-420755.25
3954,155685.9375,-415644.9063
3948,165125.0938,-434563.9375
3947,165889.4375,-435761.8125
3950,168097.3594,-427481.1563
3949,167370.2969,-434216.0938
3961,166631.4844,-430306.375
3960,163520.9688,-429863.6563
3963,165953.0313,-432223.875
3962,167884.8906,-430892.8438
3957,149818.3125,-421773.4063
3956,158113.9375,-416662.625
3959,164622.0156,-428915
3958,149724.3125,-424002.9375
4002,157841,-434909.5938
4001,157897.9375,-434049.625
4004,157139.6563,-435775.7813
4003,157237.8125,-435074.3125
3997,157539.6563,-417498.625
3996,152152.9688,-415993.8438
4000,157112.0313,-433947.125
3998,154027.5724,-427476.6826
4010,157245.4375,-436757.75
4009,157318.6875,-436304.75
4012,157250.875,-437501
4011,157305.125,-437102.25
4006,158507.3125,-433178.2813
4005,157828.6563,-435686.2813
4008,157942.5781,-437338.25
4007,157891.0313,-436478.3438
3985,160440.375,-427902.4063
3984,159562.1563,-427748.9063
3987,160304.5781,-427198.3438
3986,160173.2188,-428481
3981,161480.1563,-429408.75
3980,160422.6719,-429478.7813
3983,161461.1875,-428865.2188
3982,161505.4375,-428457.5938
3993,162488.1563,-429301.3125
3992,162541.875,-428628.25
3995,152227.9688,-420626.1563
3994,166021.7656,-428190.0938
3989,161258.5313,-428033.875
